1.png	[{"device": ["UFO", "箱柜"], "device_point": [[6238.662109375, 1775.55126953125, 147.65283203125, 88.587890625], [6231.2919921875, 1966.00537109375, 137.61962890625, 76.53564453125]]}]
2_10.png	[{"device": ["安防2", "安防2", "安防2", "安防2", "安防2"], "device_point": [[783.0987548828125, 2591.71337890625, 143.111328125, 88.867919921875], [831.938720703125, 2860.2578125, 130.18609619140625, 85.04833984375], [349.988037109375, 1219.3533935546875, 141.41641235351562, 93.697998046875], [330.0185546875, 1107.273681640625, 134.63034057617188, 106.7354736328125], [403.30743408203125, 1475.2879638671875, 144.79983520507812, 93.87841796875]]}]
2_12.png	[{"device": [], "device_point": []}]
2_13.png	[{"device": ["安防2", "安防1", "安防1", "安防1", "安防1"], "device_point": [[2011.17138671875, 300.4398193359375, 151.9122314453125, 103.56698608398438], [4320.5, 3672.852783203125, 145.99560546875, 129.0869140625], [2205.557373046875, 3547.64990234375, 139.57958984375, 136.010498046875], [4311.8232421875, 3864.4990234375, 148.818359375, 132.36669921875], [2277.734619140625, 3346.64697265625, 156.05126953125, 139.615478515625]]}]
2_14.png	[{"device": ["安防2", "安防2", "安防2", "安防2", "安防2", "安防2"], "device_point": [[125.65444946289062, 2042.4822998046875, 83.22491455078125, 137.640380859375], [1227.2088623046875, 1835.401611328125, 140.790283203125, 97.9801025390625], [444.9957275390625, 2774.69384765625, 138.89205932617188, 99.720947265625], [1206.60888671875, 1727.83935546875, 142.4571533203125, 111.3009033203125], [1277.9703369140625, 2101.0458984375, 139.318115234375, 86.48876953125], [192.812255859375, 1095.54443359375, 140.03419494628906, 81.2152099609375]]}]
2_16.png	[{"device": ["安防2", "安防2", "安防2"], "device_point": [[5880.3193359375, 896.9417724609375, 155.93798828125, 104.06732177734375], [5881.00439453125, 780.6728515625, 139.9365234375, 100.5223388671875], [5842.8056640625, 152.76837158203125, 141.17041015625, 100.70658111572266]]}]
2_17.png	[{"device": ["安防1", "安防1", "安防2"], "device_point": [[4746.66357421875, 1060.312744140625, 135.9111328125, 122.5958251953125], [600.6864013671875, 3346.48974609375, 149.086181640625, 144.700927734375], [275.86376953125, 2289.99072265625, 129.59117126464844, 75.5556640625]]}]
2_18.png	[{"device": ["安防1", "安防1", "安防1", "安防1"], "device_point": [[1015.8963012695312, 2481.619140625, 148.3475341796875, 135.261474609375], [170.31980895996094, 930.7799072265625, 129.16973876953125, 118.7061767578125], [1674.7130126953125, 1852.2177734375, 142.858154296875, 128.1507568359375], [726.8488159179688, 906.1104736328125, 130.6866455078125, 116.482177734375]]}]
2_21.png	[{"device": ["安防2", "安防2", "安防1", "安防2", "安防1", "安防2", "安防2", "安防1", "安防1", "安防1", "安防2", "安防2", "安防2"], "device_point": [[2836.814697265625, 3003.798828125, 144.40283203125, 70.907470703125], [1631.490966796875, 1763.828369140625, 117.9757080078125, 110.2501220703125], [4338.046875, 2782.533203125, 136.66064453125, 118.815185546875], [1435.6695556640625, 1255.745849609375, 121.5673828125, 128.8321533203125], [3452.77978515625, 363.9667053222656, 146.214599609375, 127.8751220703125], [2639.9697265625, 1839.310791015625, 143.488037109375, 85.3370361328125], [1982.488525390625, 2832.368408203125, 141.82568359375, 116.861328125], [4681.3720703125, 53.83028030395508, 145.00341796875, 107.66056060791016], [3408.1123046875, 129.96060180664062, 171.372314453125, 132.3490447998047], [4697.82421875, 211.45022583007812, 143.64599609375, 134.40135192871094], [1392.8544921875, 1150.854248046875, 127.5279541015625, 78.69287109375], [2032.591064453125, 414.667724609375, 130.0714111328125, 77.739501953125], [1590.46923828125, 1653.632080078125, 133.9942626953125, 82.701904296875]]}]
2_22.png	[{"device": ["安防1", "安防2"], "device_point": [[71.69781494140625, 2675.8037109375, 139.69802856445312, 129.913818359375], [576.3624267578125, 2628.18603515625, 135.27252197265625, 97.895263671875]]}]
2_25.png	[{"device": ["安防1", "安防1", "安防1", "安防1"], "device_point": [[5142.0849609375, 454.65399169921875, 146.10107421875, 133.26058959960938], [3810.594482421875, 565.0693359375, 138.84912109375, 129.41876220703125], [5251.0615234375, 687.6098022460938, 144.32958984375, 135.118896484375], [3741.17724609375, 827.3094482421875, 139.831787109375, 136.99200439453125]]}]
2_5.png	[{"device": ["安防1", "安防1", "安防1", "安防1"], "device_point": [[2736.96044921875, 2774.461669921875, 135.733642578125, 132.78564453125], [4271.92578125, 2657.39404296875, 135.857421875, 120.4541015625], [2881.84619140625, 3056.99267578125, 141.039794921875, 130.313720703125], [4211.76123046875, 2962.4052734375, 124.5390625, 119.2119140625]]}]
